rank,smiles,prob_active,deepentxai_score,prediction,observed
5846,O=C(NC(=S)N1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cccc(Br)c1,0.1072,10.03,Inactive,Inactive
5847,C/C(=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1)C1CCCCC1,0.1072,10.03,Inactive,Inactive
5848,C#CC(=O)N(c1cccc(OC)c1)C(C(=O)NC1CCCC1)c1cccs1,0.1072,10.03,Inactive,Inactive
5849,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(Cl)c(Cl)c1,0.1072,10.03,Inactive,Inactive
5850,CC(C)C(=O)Nc1ccc(NC(=O)c2cc3ccccc3o2)cc1,0.1072,10.03,Inactive,Inactive
5851,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(Cl)c(C(F)(F)F)c1,0.1072,10.03,Inactive,Inactive
5852,C/C(=N/NC(=O)CNC(=O)C1COc2ccccc2O1)c1cccc(O)c1,0.1072,10.03,Inactive,Inactive
5853,C/C(=N\NC(=O)c1nn(C)cc1Br)c1ccncc1,0.1072,10.03,Inactive,Inactive
5854,O=C1Nc2ccccc2CCc2ccccc21,0.1072,10.03,Inactive,Inactive
5855,CC(C)=CCC[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@H]4/C(=C\C[C@@H]12)CO[C@@]4(O)C[C@@]3(C)O,0.1072,10.03,Inactive,Active
5856,O=C(NCCc1ccccc1)Oc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cc1,0.1072,10.03,Inactive,Inactive
5857,O=C1CCCc2nc(N3CCN(Cc4ccccc4)CC3)ncc21,0.1072,10.03,Inactive,Inactive
5858,CCOC(=O)C1(C(C)=O)C(c2ccc(N(C)C)cc2)N1c1ccc(/N=N/c2ccccc2)cc1,0.1072,10.03,Inactive,Active
5859,CC(C)CC(=O)O[C@H](C)[C@H]1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=CS[C@@H]12,0.1072,10.03,Inactive,Inactive
5860,CCN1C(=O)[C@@]2(CN(C)C3(c4cc(Br)ccc4-n4c3nc3ccccc3c4=O)C2(C#N)C#N)c2ccccc21,0.1072,10.03,Inactive,Inactive
5861,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2cccnc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2cccnc2)NC1=O,0.1072,10.03,Inactive,Inactive
5862,CCCCC(=O)c1c(O)cc(O)c(C(=O)C2CCCCC2)c1O,0.1072,10.03,Inactive,Inactive
5863,CCN1C(=O)[C@@]2(CN(C)C3(c4cc(I)ccc4-n4c3nc3ccccc3c4=O)C2(C#N)C#N)c2ccccc21,0.1072,10.03,Inactive,Inactive
5864,CCCC1OCc2c(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)c(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)nc(C)c2O1,0.1072,10.03,Inactive,Inactive
5865,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)/C(=C/c2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)/C(=C/c2ccccc2)NC1=O,0.1072,10.03,Inactive,Inactive
5866,S=c1[nH]c2c(c(=S)[nH]1)C(c1ccccc1)c1ccccc1O2,0.1072,10.03,Inactive,Inactive
5867,S=c1n(CN2CCCCC2)nc(Cc2ccccc2Nc2c(Cl)cccc2Cl)n1/N=C/c1ccccc1,0.1072,10.03,Inactive,Inactive
5868,CCN1C(=O)[C@@]2(CN(C)C3(c4cc(OC)ccc4-n4c3nc3ccccc3c4=O)C2(C#N)C#N)c2ccccc21,0.1072,10.03,Inactive,Inactive
5869,CCN1C(=O)[C@@]2(CN(C)C3(c4ccccc4-n4c3nc3ccccc3c4=O)C2(C#N)C#N)c2ccccc21,0.1072,10.03,Inactive,Inactive
5870,O=C(NCCCCNCCCNC(=O)C(=O)c1c[nH]c2cc(Br)ccc12)C(=O)c1c[nH]c2cc(Br)ccc12,0.1072,10.03,Inactive,Inactive
5871,O=S(=O)(c1cccs1)N(Cc1ccccc1)Cc1ccccc1,0.1072,10.03,Inactive,Inactive
5872,CC(C)Oc1ccc(CNC(=O)Oc2ccccc2)cc1,0.1072,10.03,Inactive,Inactive
5873,CCOC(=O)C1=C(Nc2ccc(OC)cc2)S/C(=C\c2cc(OC)c(OC)c(OC)c2)C1=O,0.1072,10.03,Inactive,Inactive
5874,O=C1CC(N2CCCCC2CCO)C(=O)N1c1ccccc1,0.1072,10.03,Inactive,Inactive
5875,CC1=C(C#N)CCC(=O)N1Cc1c(C)cc(C)cc1C,0.1072,10.03,Inactive,Inactive
5876,CCN1CCN(C(=O)Cc2coc3cc(C)cc(C)c23)CC1,0.1072,10.03,Inactive,Inactive
5877,CCN1CCN(S(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCCC2)CC1,0.1072,10.03,Inactive,Inactive
5878,Brc1ccc2[nH]c(-c3cc4ccccc4n4nnnc34)nc2c1,0.1072,10.03,Inactive,Inactive
5879,CC(C)CNC(=O)c1cccc(NC(=O)C2CCCO2)c1,0.1072,10.03,Inactive,Inactive
5880,CC(NC(=O)COc1ccccc1)C(=O)OCC(=O)c1cc2ccccc2o1,0.1072,10.03,Inactive,Inactive
5881,CCCC(=O)Nc1cccn(Cc2cccc(OC)c2)c1=O,0.1072,10.03,Inactive,Inactive
5882,O=C1Nc2ccccc2C1C(C(=O)c1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12,0.1072,10.03,Inactive,Inactive
5883,CC1CCCCN1C(=O)c1ccccc1NC(=O)c1ccco1,0.1072,10.03,Inactive,Inactive
5884,CCC(=O)Nc1nonc1-c1nc2ccccc2n1CC(C)C,0.1072,10.03,Inactive,Inactive
5885,O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2cnc[nH]2)CC1,0.1072,10.03,Inactive,Inactive
5886,O=C(NCC(=O)N1CCN(c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)CC1)c1cccs1,0.1072,10.03,Inactive,Inactive
5887,CC(C)=NOCC(=O)Nn1c(COc2ccccc2)nc2ccccc2c1=O,0.1072,10.03,Inactive,Inactive
5888,C/C(=N\NC(=O)C1CC1c1ccccc1)c1ccc(NC(=O)c2ccco2)cc1,0.1072,10.03,Inactive,Inactive
5889,C/C(=N\NC(=N)N)c1sc(-c2ccc(C#Cc3ccc(N)cc3)cc2)nc1C,0.1072,10.03,Inactive,Inactive
5890,CCC(Sc1nc2ccccc2c(=O)n1CC1CCCO1)C(=O)NCc1cccnc1,0.1072,10.03,Inactive,Inactive
5891,O=C(NCc1cccc(Cl)c1)c1cccc(C(F)(F)F)c1,0.1072,10.03,Inactive,Inactive
5892,O=C(NCc1ccc2c(c1)OCO2)c1ccc(-n2cnnn2)cc1,0.1072,10.03,Inactive,Inactive
5893,CCOC(=O)C1(C(C)=O)C(c2ccc(N(C)C)cc2)N1c1ccc(/N=N/c2cccc(C(=O)O)c2)cc1,0.1072,10.03,Inactive,Active
5894,CC(C)=N/N=C1\NC(=O)CS1,0.1072,10.03,Inactive,Inactive
5895,CCOC(=O)C(CC)Sc1ccc2nnc(-c3cccnc3)n2n1,0.1072,10.03,Inactive,Inactive
5896,CCC(CC)=N/N=C1\NC(=O)CS1,0.1072,10.03,Inactive,Inactive
5897,C#CC[n+]1ccc2c([nH]c3ccccc32)c1C(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,0.1072,10.03,Inactive,Inactive
5898,CCOC(=O)C(Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1)NC(=O)c1ccccc1,0.1072,10.03,Inactive,Inactive
5899,O=Cc1cn(-c2nc(-c3cc4ccccc4oc3=O)cs2)nc1-c1ccccc1,0.1072,10.03,Inactive,Inactive
5900,CCOC(=O)C1(C(C)=O)C(c2ccc(N(C)C)cc2)N1c1ccc(/N=N/c2ccc(Cl)cc2)cc1,0.1072,10.03,Inactive,Active
5901,O=C(NCC(=O)N(Cc1cccs1)C(C(=O)NC1CCCC1)c1cccnc1)c1ccco1,0.1072,10.03,Inactive,Inactive
5902,O=Cc1cn(-c2nc(-c3cc4cc(Cl)ccc4oc3=O)cs2)nc1-c1ccc(Cl)cc1,0.1072,10.03,Inactive,Inactive
5903,CCOC(=O)C1(C(C)=O)C(c2ccc(N(C)C)cc2)N1c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,0.1072,10.03,Inactive,Active
5904,O=C(NCCc1ccccc1)Oc1ccccc1C(=O)Nc1ccccc1,0.1072,10.03,Inactive,Inactive
5905,c1ccc(N=P(N2CCOCC2)(N2CCOCC2)N2CCOCC2)cc1,0.1072,10.03,Inactive,Inactive
5906,O=C(NCCc1ccccc1)Oc1ccc(Cl)cc1C(=O)Nc1ccc(F)cc1,0.1072,10.03,Inactive,Inactive
5907,CCC(=O)NC(=S)Nc1cccc(Cl)c1N1CCCC1,0.1072,10.03,Inactive,Inactive
5908,CC(C)c1ccc(NC(=S)NC(=O)c2cnn(C)c2)cc1,0.1072,10.03,Inactive,Inactive
5909,CCC(C)c1ccccc1NC(=S)NC(=O)c1cnn(C)c1,0.1072,10.03,Inactive,Inactive
5910,O=C(NCCc1c[nH]c2ccccc12)C(=O)NCC(c1ccco1)N1CCN(c2ccccc2)CC1,0.1072,10.03,Inactive,Inactive
5911,O=C(NC1CCCCC1)c1nn2c(C(F)(F)F)cc(-c3ccco3)nc2c1Br,0.1072,10.03,Inactive,Inactive
5912,O=C(NC1CCCCC1)Oc1ccc(Cl)cc1C(=O)Nc1ccc(Br)cc1,0.1072,10.03,Inactive,Inactive
5913,CC(C)(C)C(=O)C(C#N)=P(c1ccccc1)(c1ccccc1)c1ccccc1,0.1072,10.03,Inactive,Inactive
5914,CC1CCCN(c2ccc(C(=O)NCc3ccco3)cc2[N+](=O)[O-])C1,0.1072,10.03,Inactive,Inactive
5915,CCOC(=O)C1/C(=N\O)CC(C(C)(C)C)NC1C(C)(C)C,0.1072,10.03,Inactive,Inactive
5916,CC(C)CSc1ncnc2c1oc1nc3c(cc12)COC(C)(C)C3,0.1072,10.03,Inactive,Inactive
5917,CC1CCN(S(=O)(=O)c2cnc(Cl)c(Br)c2)CC1,0.1072,10.03,Inactive,Inactive
5918,CC1=CC2C(CC1)C(C)(C)OC21CC(=O)C=CC1=O,0.1072,10.03,Inactive,Inactive
5919,CC(C)(C)OC(=O)Nc1cccnc1C(=O)Nc1nccs1,0.1072,10.03,Inactive,Active
5920,O=S(=O)(Cc1nnc(-c2ccc(Cl)cc2)s1)Nc1ccc(Cl)cc1,0.1072,10.03,Inactive,Inactive
5921,CC(C)c1ccc(N(C(=O)C(F)(F)F)C(C(=O)NC2CCCCC2)c2ccncc2)cc1,0.1072,10.03,Inactive,Inactive
5922,CCNC(=S)Nc1nnc2c(Cl)nc3ccc(C)cc3n12,0.1072,10.03,Inactive,Inactive
5923,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cccs1,0.1072,10.03,Inactive,Inactive
5924,O=C1CCC(=O)N1c1ccc(S(=O)(=O)N2CCCC2)cc1,0.1072,10.03,Inactive,Inactive
5925,CCOC(=O)C1(C(C)=O)C(c2ccc(N(C)C)cc2)N1c1ccc(/N=N/c2cccc(OC)c2)cc1,0.1072,10.03,Inactive,Active
5926,CC(C)C[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC1=O,0.1072,10.03,Inactive,Inactive
5927,CCOC(=O)/C(=N\Nc1ccccc1Cl)N1CCN(c2ccccc2OC)CC1,0.1072,10.03,Inactive,Inactive
5928,O=Cc1cn(-c2nc(-c3cc4cc(Br)cc(Br)c4oc3=O)cs2)nc1-c1ccccc1,0.1072,10.03,Inactive,Inactive
5929,CCOC(=O)C1(C(C)=O)C(c2ccc(N(C)C)cc2)N1c1ccc(/N=N/c2cccc(Cl)c2)cc1,0.1072,10.03,Inactive,Active
5930,CC1=C(O)C(C)(C2CCCC2)SC1=O,0.1072,10.03,Inactive,Inactive
5931,O=C(NCCCCCCCCCCCCNC(=O)C(=O)c1c[nH]c2cc(Br)ccc12)C(=O)c1c[nH]c2cc(Br)ccc12,0.1072,10.03,Inactive,Inactive
5932,CC(C)CNC(=O)c1cc2nc3c(c(C(F)(F)F)n2n1)CCc1ccccc1-3,0.1072,10.03,Inactive,Inactive
5933,CC(C)(C)c1ccc(-c2nc3cc(NC(=O)c4cc5ccccc5o4)ccc3o2)cc1,0.1072,10.03,Inactive,Inactive
5934,O=Cc1cn(-c2nc(-c3cc4cc(Br)ccc4oc3=O)cs2)nc1-c1ccc(Cl)cc1,0.1072,10.03,Inactive,Inactive
5935,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)/C(=C/c2cccnc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)/C(=C/c2cccnc2)NC1=O,0.1072,10.03,Inactive,Inactive
5936,c1ccc(CN2CCC(Nc3ncnc4c3Cc3ccccc3O4)CC2)cc1,0.1072,10.03,Inactive,Active
5937,CC(=O)C1=C(c2cccc([N+](=O)[O-])c2)N(C(C)=O)n2c(C)nnc2S1,0.1072,10.03,Inactive,Active
5938,O=C1C2=C(Nc3ccccc3SC2c2ccc(C(F)(F)F)cc2)c2ccccc21,0.1072,10.03,Inactive,Inactive
5939,O=c1cc(-c2ccc(F)cc2)nc2[nH]c3ccccc3n12,0.1072,10.03,Inactive,Inactive
5940,C=CCN(C1CCCCC1)S(=O)(=O)c1ccc2c(c1)oc(=O)n2C,0.1072,10.03,Inactive,Inactive
5941,C=CCN=C1NN=C(c2ccc(Cl)cc2)CS1,0.1072,10.03,Inactive,Active
5942,C=CCNC(=O)/C(C#N)=C/c1ccc(OS(=O)(=O)c2ccc(C)cc2)c(OC)c1,0.1072,10.03,Inactive,Inactive
5943,CCCn1c(SCC(=O)Nc2cccc(NC(C)=O)c2)nnc1C(C)C,0.1072,10.03,Inactive,Inactive
5944,CCCn1c(NC(=O)c2ccc3ccccc3n2)nc2ccccc21,0.1072,10.03,Inactive,Inactive
5945,O=c1cc(-c2ccc(C(F)(F)F)cc2)nc2[nH]c3ccccc3n12,0.1072,10.03,Inactive,Inactive
5946,O=C1CSC(=S)N1Cc1nnc(-c2ccccc2Br)o1,0.1072,10.03,Inactive,Inactive
5947,O=c1cc(-c2cccc(Cl)c2)nc2[nH]c3ccccc3n12,0.1072,10.03,Inactive,Inactive
5948,CCCCCC[n+]1cccc(-c2nc(-c3ccccc3)c3c(=O)[nH]c4ccccc4n23)c1,0.1072,10.03,Inactive,Inactive
5949,O=C(Nc1ccccc1[N+](=O)[O-])c1cccc(N2C(=O)CCC2=O)c1,0.1072,10.03,Inactive,Inactive
5950,O=C(Nc1cccnc1)NC12CC3CC(CC(C3)C1)C2,0.1072,10.03,Inactive,Inactive
5951,O=C(c1ccc2c(c1)OCCO2)C1CCN(C(=O)c2ccc(F)cc2)CC1,0.1072,10.03,Inactive,Inactive
5952,O=c1cc(-c2cccc(F)c2)nc2[nH]c3ccccc3n12,0.1072,10.03,Inactive,Inactive
5953,CC(C)Cc1nnc2c(C(=O)NC3c4ccccc4-c4ccccc43)cccn12,0.1072,10.03,Inactive,Active
5954,O=c1ccc(-c2ccccc2)nn1Cc1ccncc1,0.1072,10.03,Inactive,Active
5955,CCCCCCn1c(Cn2cnc3c(N4CCCCC4)ncnc32)nc2ccccc21,0.1072,10.03,Inactive,Inactive
5956,O=c1c2ccccc2nc(-c2c(F)cccc2F)n1Cc1cn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,0.1072,10.03,Inactive,Inactive
5957,O=C(Nc1ccccc1)c1ccn(C(=O)c2ccccc2Cl)n1,0.1072,10.03,Inactive,Inactive
5958,O=C(Nc1ccccc1)c1cccnc1N1CCOCC1,0.1072,10.03,Inactive,Inactive
5959,C=CCCCCCCC1(C)SC(=O)C(C)=C1O,0.1072,10.03,Inactive,Inactive
5960,O=c1c2c3c(sc2nc2sc(Cc4ccccc4)nn12)CCCC3,0.1072,10.03,Inactive,Inactive
5961,C=CC(=O)Nc1nc(-c2ccc(OCc3c(Cl)cccc3Cl)cc2)c(C(=O)OCC)s1,0.1072,10.03,Inactive,Inactive
5962,O=C1CSC(=S)N1Cc1nnc(-c2cccc(Cl)c2)o1,0.1072,10.03,Inactive,Inactive
5963,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.1072,10.03,Inactive,Inactive
5964,O=c1c2ccc(Cl)cc2nc(/C=C/c2ccc(Cl)cc2)n1-c1ccc(OCC2CO2)cc1,0.1072,10.03,Inactive,Inactive
5965,O=C(Nc1ccccc1)N1CCCN(Cc2ccc(F)cc2)C1,0.1072,10.03,Inactive,Inactive
5966,C=CCC1(C)SC(=O)C(C)=C1O,0.1072,10.03,Inactive,Inactive
5967,O=C1CC(SCCc2nc3ccccc3[nH]2)C(=O)N1c1ccc(F)c(Cl)c1,0.1072,10.03,Inactive,Inactive
5968,O=c1c2ccc(Cl)cc2nc(/C=C/c2ccccc2[N+](=O)[O-])n1-c1ccc(OCC2CO2)cc1,0.1072,10.03,Inactive,Inactive
5969,C=CCCC1(C)SC(=O)C(C)=C1O,0.1072,10.03,Inactive,Inactive
5970,O=c1c2ccc([N+](=O)[O-])cc2nc(/C=C/c2ccc(Cl)cc2)n1-c1ccc(OCC2CO2)cc1,0.1072,10.03,Inactive,Inactive
5971,O=C(Nc1ccccc1)c1ccc2nsnc2c1,0.1072,10.03,Inactive,Inactive
5972,CC1(C)CCC[C@]2(C)[C@H]3CC/C(=C\OS(=O)(=O)O)[C@H](CCC4=CCNC4=O)[C@@]3(C)CC[C@@H]12,0.1072,10.03,Inactive,Inactive
5973,O=C(Nc1ccccc1)c1cccc(-c2nnc(-c3ccccc3)o2)c1,0.1072,10.03,Inactive,Inactive
5974,C=CCCCCC1(C)SC(=O)C(C)=C1O,0.1072,10.03,Inactive,Inactive
5975,O=C1N(c2ccccc2)C(c2ccccc2)N2CCCN12,0.1072,10.03,Inactive,Inactive
5976,CC1(C)C=Cc2c(ccc3c2O[C@H]2c4ccc(O)cc4OC[C@@H]32)O1,0.1072,10.03,Inactive,Inactive
5977,CC(=O)Nc1ccc(S(=O)(=O)C/C(=N/NC(=O)c2ccccc2O)c2nccs2)cc1,0.1072,10.03,Inactive,Inactive
5978,CCCCSc1nnc(CS(=O)(=O)c2ccc(NC(C)=O)cc2)o1,0.1072,10.03,Inactive,Inactive
5979,CC(C)N=C1NN=C(c2ccc(F)cc2)CS1,0.1072,10.03,Inactive,Inactive
5980,CC(C)N(Cc1nc(-c2ccccc2)no1)C(=O)c1ccc(Cl)cc1,0.1072,10.03,Inactive,Inactive
5981,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)C4CC(c5ccc6c(c5)OCO6)=NO4)CC3)c(F)c2)C(=O)O1,0.1072,10.03,Inactive,Inactive
5982,O=C(c1ccc(-n2cccn2)cc1)N1CCN(c2ncccc2C(F)(F)F)CC1,0.1072,10.03,Inactive,Inactive
5983,CCCOc1ccc(CN(CCC#N)C(=S)NC(=O)c2ccccc2)cc1,0.1072,10.03,Inactive,Inactive
5984,CC(C)N(c1nccc(-n2cncn2)n1)C(C)C,0.1072,10.03,Inactive,Inactive
5985,CC(C)N1CSC(=S)N(Cc2ccccc2)C1,0.1072,10.03,Inactive,Active
5986,OC(COCc1cccs1)CN1CCN(c2ccccn2)CC1,0.1072,10.03,Inactive,Inactive
5987,CCCCc1nc(Cl)c(C2NC(=O)NC(C)=C2C(=O)OCC)n1S(=O)(=O)c1ccc(C(C)(C)C)cc1,0.1072,10.03,Inactive,Inactive
5988,CC(C)N1CCC(=O)N(c2ccccc2)C1=O,0.1072,10.03,Inactive,Inactive
5989,CCCN(CCC)CCCNS(=O)(=O)c1ccc2c(c1)oc(=O)n2C,0.1072,10.03,Inactive,Inactive
5990,CCCN(CCC)C(=O)CN(C)CC(O)Cn1c(=O)c2ccccc2n(C)c1=O,0.1072,10.03,Inactive,Inactive
5991,CCCCc1nc(Cl)c(C2NC(=O)NC(C)=C2C(=O)OCC)n1S(=O)(=O)c1ccccc1,0.1072,10.03,Inactive,Inactive
5992,CC(=O)N/N=C\c1ccccc1OC/C=C/c1ccccc1,0.1072,10.03,Inactive,Inactive
5993,CC(=O)C[C@H]1/C=C(\C)[C@@H](O)C[C@H]2C(C(C)C)=CC(=O)O[C@]2(C)CC[C@@H](C)C1=O,0.1072,10.03,Inactive,Inactive
5994,O=C(Nc1ncncn1)NC12CC3CC(CC(C3)C1)C2,0.1072,10.03,Inactive,Inactive
5995,O=C(O)CC1(CC(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)CCCC1,0.1072,10.03,Inactive,Active
5996,O=C(Nc1nc(-c2ccc(Br)cc2)cs1)c1ccc2ccccc2c1,0.1072,10.03,Inactive,Inactive
5997,CCCc1ccccc1NC(=S)NC(=O)c1cnn(C)c1,0.1072,10.03,Inactive,Inactive
5998,CCCCCc1nnc(NC(=O)CS(=O)(=O)Cc2ccccc2)s1,0.1072,10.03,Inactive,Inactive
5999,CCCCCn1c(N2CCN(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.1072,10.03,Inactive,Inactive
6000,CC(=O)Nc1ccc(C(=O)Nc2nc(-c3cc(C)n(Cc4ccccc4)c3C)cs2)cc1,0.1072,10.03,Inactive,Inactive
6001,O=C1N(Cc2cccc3ccccc23)c2ccccc2C12NN=C(c1ccccc1)S2,0.1072,10.03,Inactive,Inactive
6002,CCCCNC(=O)Oc1cccc(N2CCCC2=O)c1,0.1072,10.03,Inactive,Inactive
6003,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc2ccccc2c1,0.1072,10.03,Inactive,Inactive
6004,C=C[C@]1(C)C=C2[C@@H](O)C[C@H]3C(C)(C)C(=O)CC[C@]3(C)[C@]2(O)C(=O)C1,0.1072,10.03,Inactive,Active
6005,C=C[C@]1(C)CCC2=C(CC[C@@H]3[C@](C)(OC(=O)CC(=O)OC)CCC[C@@]23C)C1,0.1072,10.03,Inactive,Inactive
6006,CC(C)Nc1cccc(Sc2ccc(C(=O)c3ccccc3C(=O)O)cc2[N+](=O)[O-])c1,0.1072,10.03,Inactive,Inactive
6007,CC(C)Cc1oc(C(=O)O)cc1CN1CCOCC1,0.1072,10.03,Inactive,Inactive
6008,OCCN(CCO)c1nccc(-n2cncn2)n1,0.1072,10.03,Inactive,Inactive
6009,CC(=O)NNC(=O)c1ccc(-n2cccc2)cc1,0.1072,10.03,Inactive,Inactive
6010,O=C1CSC(c2cc3ccccc3nc2Cl)N1c1ccccc1,0.1072,10.03,Inactive,Inactive
6011,O=C(Nc1ncccn1)NC12CC3CC(CC(C3)C1)C2,0.1072,10.03,Inactive,Inactive
6012,O=C(Nc1nccnn1)NC12CC3CC(CC(C3)C1)C2,0.1072,10.03,Inactive,Inactive
6013,O=c1c2c3c(sc2nc2sc(-c4ccc([N+](=O)[O-])cc4)nn12)CCCC3,0.1072,10.03,Inactive,Inactive
6014,CCCCCCOC(=O)Sc1nc2ccccc2o1,0.1072,10.03,Inactive,Inactive
6015,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(N(Cc3ccccc3)Cc3ccccc3)cc2)NC1=O,0.1072,10.03,Inactive,Inactive
6016,CC(=O)c1c(N2CCN(C(=O)C3CCCO3)CC2)nc(=S)n(-c2ccccc2)c1C,0.1072,10.03,Inactive,Inactive
6017,S=C(NCc1ccc(Cl)cc1)NN1CCOCC1,0.1072,10.03,Inactive,Inactive
6018,C/C=C1\NC(=O)C(NC(=O)c2ccc(-c3nnn(CC(=O)N(C)C)n3)cc2)C(O)CNC(=O)C(C(O)CN)NC(=O)C(C(O)CN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O,0.1072,10.03,Inactive,Inactive
6019,O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCOCC4)cc3)C2)o1,0.1072,10.03,Inactive,Inactive
6020,C1CCC(n2nnnc2CN2CCN(C3CCCC3)CC2)CC1,0.1072,10.03,Inactive,Inactive
6021,O=[N+]([O-])c1ccc(N2CCCC2)c(F)c1Br,0.1072,10.03,Inactive,Inactive
6022,C=C(C(O)/C=C/C(C)(O)COC(C)=O)[C@@H]1CC(=O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12,0.1072,10.03,Inactive,Inactive
6023,O=C(Nc1ccc(Cl)cc1)N1CCCN(Cc2ccc(F)cc2)C1,0.1072,10.03,Inactive,Inactive
6024,CC(=O)C1=C(c2ccccc2)N(C(C)=O)n2c(C)nnc2S1,0.1072,10.03,Inactive,Active
6025,C=C1CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C=C(OC)C3=O)[C@@H](C)CC[C@]12C,0.1072,10.03,Inactive,Inactive
6026,O=C(O)c1c(-c2ccco2)sc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n12,0.1072,10.03,Inactive,Inactive
6027,CC1(c2ccc(Br)s2)CC(c2ccc(Br)s2)=Cc2ncnc(N)c21,0.1072,10.03,Inactive,Inactive
6028,CCCCCCCCCCCCO[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]2O)[C@@H](O)[C@H]1O,0.1072,10.03,Inactive,Inactive
6029,CCCCCCCCCCCCO[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC(C)=O)[C@@H](O)[C@H]3OC(C)=O)[C@H]2O)[C@@H](O)[C@H]1O,0.1072,10.03,Inactive,Inactive
6030,O=C(Nc1ccc(Cl)cc1)N1CCN(Cc2ccccc2F)C1,0.1072,10.03,Inactive,Inactive
6031,C=C(CC(=O)C=C(C)C)[C@@H]1CC(=O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12,0.1072,10.03,Inactive,Inactive
6032,CCCCCCCCCCCCSc1nnc(CS(=O)(=O)c2ccc(NC(C)=O)cc2)o1,0.1072,10.03,Inactive,Inactive
6033,O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCOCC4)c(F)c3)C2)o1,0.1072,10.03,Inactive,Inactive
